Entidad,SAP,Equipos por sede,Número de Salas,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,Nombre Sede,Dirección,Observaciones,cumple_ancho_banda,ancho_banda,navegador,circuito_TV,ALÁMBRICA_WIFI,SÍstema_operativo,hardware,velocidad_carga,velocidad_descarga,latencia_carga,latencia_descarga
Edo. Méx.,15115,120,4,30,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TECNOLÓGICO DE ESTUDIOS SUPERIORES DEL ORIENTE DEL ESTADO DE MÉXICO (TESOEM),"PARAJE DE SAN ISÍDRO S/N, BARRIO DE TECAMACHALCO, COL. LA PAZ, C.P. 56400, LOS REYES ACAQUILPAN, EDO. MÉX.",,Sí,100 Mbps,SÍ,NO,AMBAS,SÍ,SÍ,98 Mbps,98 Mbps,21 ms,15 ms
Edo. Méx.,15117,25,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDAD MEXIQUENSE DEL BICENTENARIO ALMOLOYA DE ALQUISÍRAS,"EJIDO PARAJE LA CHIMENEA S/N, COL. COMUNIDAD AGUA FRIA, C.P. 51860, ALMOLOYA DE ALQUISÍRAS, EDO. MÉX.",,SÍ,20 MBPS,CHROME V 79.0.3945.79 ,SÍ,AMBAS,WINDOWS 7 Y 10,SÍ CUMPLE CON LO SOLICITADO,20Mbps,4Mb,36ms,34ms
Edo. Méx.,15118,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIDAD MEXIQUENSE DEL BICENTENARIO COATEPEC HARINAS,"ANDADOR UNIVERSÍDAD S/N, COL. EJIDO SAN LUIS, C.P. 51700, COATEPEC HARINAS, EDO. MÉX.",,SÍ,20 MBPS,SÍ,SÍ,SÍ,SÍ,SÍ,25Mb,7Mb,37ms,35ms
Edo. Méx.,15120,40,2,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD DIGITAL DEL ESTADO DE MÉXICO (CAE 11) TOLUCA,"JOSÉ MARÍA MORELOS Y PAVÓN No. 905, COL. DE LA MERCED (ALAMEDA), C.P. 50080, TOLUCA, EDO. MÉX.",,SÍ,51 Mb,SÍ,SÍ,SÍ,SÍ,SÍ,39 Mbps,51 Mbs,16 ms,3 ms
Edo. Méx.,15121,55,2,40,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DEL VALLE DE ECATEPEC,"AV. CARLOS HANK GONZÁLEZ (AV.CENTRAL) ESQ. LEONA VICARIO S/N, COL. VALLE DE ANÁHUAC SECC. ""A"", C.P. 55210, ECATEPEC DE MORELOS, EDO. MÉX.",,SÍ,25 MB,SÍ,NO,AMBAS,SÍ,SÍ,"3,6 Mbps",36 Mbps,78 ms,2 ms
Edo. Méx.,15122,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD ESTATAL DEL VALLE DE TOLUCA,"ACUEDUCTO DEL ALTO LERMA No. 183, COL. PEDREGAL DE GUADALUPE HIDALGO, C.P. 52756, OCOYOACAC, EDO. MÉX.",Es importante mencionar que nuestra sala de computo se encontrara en remodelación durante los meses de enero y febrero  del 2020.,SÍ,200 Mb,SÍ,SÍ,AMBAS,SÍ,SÍ,80  Mbps,98 Mbps,7 ms,1 ms
Edo. Méx.,15123,76,3,30,26,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE MÉXICO (UIEM),"LIBRAMIENTO FRANCISCO VILLA S/N, COL. CENTRO, C.P. 50640, SAN FELIPE DEL PROGRESO, EDO. MÉX.",,SÍ,50MB,"FIREFOX, CHROME E INTERNET EXPLORER",SÍ,WIFI,"WINDOWS 7, 8.1 Y 10, 64 BITS","RAM DE 8 GB, PROCESADOR INTEL CORE I5, I7 Y DISCO DURO DE 500GB Y 1 TB DE ALMACENAMIENTO.",50Mbps,50Mbps,50Mbps,48Mbps
Edo. Méx.,15124,32,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD MEXIQUENSE DEL BICENTENARIO IXTLAHUACA,"CALLE ROBLE BICENTENARIO S/N, COL. EJIDO SAN JOAQUIN, C.P. 50783, IXTLAHUACA, EDO. MÉX.",,SÍ,20 MBPS,CHROME 78.0.3904.108 (BUILD OFICIAL) (64 BITS),SÍ,ALÁMBRICA,WINDOWS 7 Y 10,SÍ CUMPLE,14.67Mb,A,15ms,15ms
Edo. Méx.,15125,114,4,30,34,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE TECÁMAC,"PROL. 5 DE MAYO No. 10, COL. CENTRO, C.P. 55740, TECÁMAC, EDO. MÉX.",SE CAMBIA EL NÚMERO ANTERIOR DE 117 EQUIPOS A 114,SÍ ,30 MEGAS DEDICADOS,CHROME,NO APLICA,NO APLICA,WINDOWS 7 64 BITS,SÍ,5.7 Mbps,12 Mbps,1.3s,463ms
Edo. Méx.,15126,110,4,30,30,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DEL VALLE DE MÉXICO,"AV. MEXIQUENSE ESQ. UNIVERSIDAD POLITÉCNICA S/N, COL. VILLA ESMERALDA, C.P. 54910, TULTITLÁN, EDO. MÉX.",,Sí,100 Mbps,SÍ,SÍ,ALÁMBRICA,SÍ,SÍ,71 Mbps,32 Mbps,14 ms,4 ms
Edo. Méx.,15127,148,4,32,40,44,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DEL VALLE DE TOLUCA,"CARR. TOLUCA-ALMOLOYA DE JUÁREZ KM 5.6 S/N, COL. SANTIAGO TLALCILALCALI, C.P. 50904, ALMOLOYA DE JUÁREZ, EDO. MÉX.",,SÍ,200 MBS.,SÍ,NO,ALÁMBRICA,SÍ,SÍ,94.65 MBPS,86.45 MBPS,30 MS,2 MS
Edo. Méx.,15129,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE TECÁMAC,"CARR. FEDERAL MÉXICO-PACHUCA KM 37.5 S/N, COL. SIERRA HERMOSA, C.P. 55740, TECÁMAC, EDO. MÉX.",,SÍ,100 Mbs,FIREFOX / CHROME,NO,NO,WIN 7 - 64BITS,PC ESCRITORIO CORE I5 4GB RAM,50 Mbs,50 Mbs,35 ms,35 ms
Edo. Méx.,15130,125,5,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DEL SUR DEL ESTADO DE MÉXICO,"CARR. TEJUPILCO AMATEPEC KM 12 S/N, COL. SAN MIGUEL IXTAPAN, C.P. 51400, TEJUPILCO, EDO. MÉX.",,SÍ,40 MB,CHROME,NO,NO,"WINDOWS 10, MAC",SÍ,0.41 Mbps,8 Mbps,83 ms,26 ms
Edo. Méx.,15131,148,5,26,30,30,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DEL VALLE DE TOLUCA,"CARR. DEL DEPARTAMENTO DEL DISTRITO FEDERAL KM 7.5 S/N, COL. SANTA MARÍA ATARASQUILLO, C.P. 52044, LERMA, EDO. MÉX.",,SÍ,100 MB,SÍ,SÍ,AMBAS,SÍ,SÍ,71 mbps,46 mbps,1 ms,49 ms
Edo. Méx.,15128,300,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE NEZAHUALCÓYOTL,"CTO. REY NEZAHUALCÓYOTL S/N, COL. BENITO JUÁREZ, C.P. 57000, NEZAHUALCÓYOTL, EDO. MÉX.",,50 Mb/s,Firefox / Crhome,NO,ALÁMBRICA / WIFI,"WINDOWS 7 A 64 BITS
WINDOWS 10 A 64 BITS","1 PROCESADOR INTEL CORE I5 2.3,  4 GIGAS RAM HD 1T
2 PROCESADOR INTEL CORE I5 8GEN 2.8, 8 GIGAS RAM HD 500G",80 MB/S,55 Mb/s,3 ms,13 ms,15ms
Edo. Méx.,15133,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CBT No. 5 C.P. ALBERTO MENA FLORES,TOLUCA","AV. JOSÉ MARÍA PINO SUAREZ No. 1000, COL. UNIVERSIDAD, C.P. 50130, TOLUCA, EDO. MÉX.",,SÍ,59MB,SÍ,NO,AMBAS,SÍ,SÍ,9.8Mbps,72Mbps,26ms,16ms
Edo. Méx.,15135,55,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA PREPARATORIA OFICIAL No. 116 TOLUCA,"JOSÉ LUIS ALAMO No. 209, COL. MORELOS, C.P. 50120, TOLUCA, EDO. MÉX.",,SÍ,200 MB,MOZILLA,NO,SÍ,WINDOWS 7,OFFICE 2013,174.78 MB,19.1 MB,10ms,11ms
Edo. Méx.,15136,30,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITECNICA DE OTZOLOTEPEC,"CALLE SIN NOMBRE S/N, BARRIO DOS CAMINOS, C.P. 52080, OTZOLOTEPEC, ESTADO DE MEXICO",SE INTEGRA AL CATALOGO,50 Mb/s,Crhome / Explorer,NO,INALÁMBRICA / WIFI,WINDOWS 8 A 64 BITS,"1 PROCESADOR AMD E1-2500 APU, RAM 4 GB",40 MB/S,10 Mb/s,2 ms,11 ms,10ms
Edo. Méx.,15137,80,4,20,25,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE ATLAUTLA,"CARR. ATLAUTLA OZUMBA No. 12, BARRIO SAN JACINTO ATLAUTLA, C.P. 56970, ATLAUTLA DE VICTORIA, EDO. MÉX.",SE INTEGRAN AL CATALOGO,SÍ,18Mb,SÍ,NO,AMBAS,SÍ,SÍ,0.6 MB,6.2 MB,31 MS,9.10 MS
Edo. Méx.,15138,60,2,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DE ATLACOMULCO,"CARR. ATLACOMULCO-SAN JOSÉ TOXI KM 5, SANTO DOMINGO SHOMEJE, C.P.50465, ATLACOMULCO, EDO. MÉX.",SE INTEGRAN AL CATALOGO,SÍ,50MB,SÍ,SÍ,AMBAS,SÍ,SÍ,50 Mbps,50 Mbps,11 ms,13 ms
Michoacán,16002,90,3,35,30,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTRO DE EDUCACIÓN CONTINUA UNIDAD MORELIA (IPN),"CAMINO DE LA ARBOLEDA No. 200, EX-HACIENDA SAN JOSÉ DE LA HUERTA, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,7 MBPS,40MS
Michoacán,16003,40,2,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP PLANTEL I MORELIA,"AV. CD. INDUSTRIAL No. 535, CORREDOR INDUSTRIAL, C.P. 58200, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,8 MBPS,40MS
Michoacán,16004,80,4,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP PLANTEL II MORELIA,"AV. JUAN A. GUTIÉRREZ No. 800, COL. JARDINES DE GUADALUPE, C.P. 58140, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,9 MBPS,40MS
Michoacán,16005,75,3,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE MORELIA (ITM),"AV. TECNOLÓGICO No. 1500, COL. LOMAS DE SANTIAGUITO, C.P. 58120, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,10 MBPS,40MS
Michoacán,16007,65,3,20,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE MORELIA (UTM),"AV. VICEPRESIDENTE PINO SUÁREZ No. 750, 4TA ETAPA CIUDAD INDUSTRIAL, C.P. 58200, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,11 MBPS,40MS
Michoacán,16009,100,4,30,30,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO (UNID) CAMPUS OCOLUSEN,"AV. BALTAZAR E. CHÁVEZ No. 255, COL. EJIDAL OCOLUSEN, C.P. 58270, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,12 MBPS,40MS
Michoacán,16011,151,6,10,18,40,30,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE CD. HIDALGO EDIFICIO E,"AV. ING. CARLOS ROJAS GUTIÉRREZ No. 2120, FRACC. VALLE DE LA HERRADURA, C.P. 61100, HIDALGO, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,13 MBPS,40MS
Michoacán,16012,65,2,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE URUAPAN EDIFICIOS AF,"CARR. URUAPAN-CARAPAN No. 5555, COL. LA BASILIA, C.P. 60015, URUAPAN, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,14 MBPS,40MS
Michoacán,16013,75,3,25,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE CD. HIDALGO EDIFICIOS FG,"AV. ING. CARLOS ROJAS GUTIÉRREZ No. 2120, FRACC. VALLE DE LA HERRADURA, C.P. 61100, HIDALGO, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,15 MBPS,40MS
Michoacán,16014,74,3,29,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO SUPERIOR DE URUAPAN EDIFICIO B,"CARR. URUAPAN-CARAPAN No. 5555, COL. LA BASILIA, C.P. 60015, URUAPAN, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,16 MBPS,40MS
Michoacán,16015,250,1,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO MICHOACANO DE CIENCIAS DE LA EDUCACIÓN,"CALZ. JUÁREZ No. 1600, VILLA UNIVERSIDAD, C.P. 58080, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,17 MBPS,40MS
Michoacán,16016,150,6,25,25,25,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO (UNID) CAMPUS CAMELINAS,"AV. CAMELINAS  No. 2878, COL. 5 DE DICIEMBRE, C.P. 58280, MORELIA, MICH.",,SÍ,15MB,CHROME,SÍ,AMBAS,WINDOWS ,,40MS,40MS,18 MBPS,40MS
Morelos,17001,75,2,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 76,"CARR. CUAUTLA-OAXACA KM 106.5 S/N, COL. AMPLIACIÓN PLAN DE AYALA, C.P. 62743, CUAUTLA, MOR.",,,,,,,,,,,,
Morelos,17002,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 166,"AV. DE LOS GALLOS S/N, COL. TEJALPA, C.P. 62700, JIUTEPEC, MOR.",,,,,,,,,,,,
Morelos,17003,100,3,35,35,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA  DEL ESTADO DE MORELOS No. 36,"CALLE CONALEP No. 28, COL. AZTECA, C.P. 62580, TEMIXCO, MOR.",,,,,,,,,,,,
Morelos,17004,50,2,30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA  DEL ESTADO DE MORELOS No. 173,"LÁZARO CÁRDENAS No. 4C, COL. EUSEBIO JAUREGUI, C.P. 62748, CUAUTLA, MOR.",,,,,,,,,,,,
Morelos,17005,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA  DEL ESTADO DE MORELOS No. 241,"AUTOPISTA MÉXICO-ACAPULCO KM 94 S/N, COL. CHIPITLAN, C.P. 62070, CUERNAVACA, MOR.",,,,,,,,,,,,
Morelos,17006,25,2,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I.E.B.E.M.,"AV. TEOPANZOLCO ESQ. NUEVA ITALIA S/N, COL. RECURSOS HIDRÁULICOS, C.P. 62240, CUERNAVACA, MOR.",,,,,,,,,,,,
Morelos,17008,176,6,30,30,30,30,30,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD POLITÉCNICA DEL ESTADO DE MORELOS,"BLVD. CUAUHNAHUAC No. 566, COL. LOMAS DEL TEXCAL, C.P. 62550, JIUTEPEC, MOR.",,,,,,,,,,,,
Morelos,17009,100,4,30,30,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA EMILIANO ZAPATA DEL ESTADO DE MORELOS,"AV. UNIVERSIDAD TECNOLÓGICA No. 1, COL. PALO ESCRITO, C.P. 62760, EMILIANO ZAPATA, MOR.",,,,,,,,,,,,
Morelos,17010,129,3,42,42,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECyTE EMILIANO ZAPATA,"AV. UNIVERSIDAD No. 9, COL. PALO ESCRITO, C.P. 62760, EMILIANO ZAPATA, MOR.",,,,,,,,,,,,
Morelos,17011,75,2,38,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS No. 12,"AV. DE LOS 50 METROS S/N, COL. CIVAC, C.P. 62578, JIUTEPEC, MOR.",,,,,,,,,,,,
Morelos,17012,30,2,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE CUAUTLA,"LIBRAMIENTO CUAUTLA-OAXACA S/N, JUAN MORALES, C.P. 62745, YECAPIXTLA, MOR.",,,,,,,,,,,,
Morelos,17013,100,3,38,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS No. 99,"PASEO TLAHUICA No. 127, COL. PARAISO, C.P. 62733, YAUTEPEC, MOR.",,,,,,,,,,,,
Morelos,17014,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CETIS No. 44,"OTILIO MONTAÑO No. 35, COL. ALTA VISTA, C.P. 62010, CUERNAVACA, MOR.",,,,,,,,,,,,
Morelos,17015,85,2,40,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD LA SALLE CUERNAVACA,"CALLE CUESTA CLARA ESQ. CUESTA CURVA No. 300, COL. SAN CRISTOBAL, C.P. 62230, CUERNAVACA, MOR.",,,,,,,,,,,,
Nayarit,18001,50,2,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA PLANTEL LA CANTERA,"AV. ALEJANDRINA ESQ. BLVD. TOPACIO S/N, FRACC. VISTAS DE LA CANTERA, C.P. 63173, TEPIC, NAY.",,Sí,89 Mb/s,Sí,No,Ambas,Sí,Sí,93 Mps,87 mbps,27 ms,0
Nayarit,18002,164,6,30,27,25,25,30,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA PLANTEL TEPIC,"KM 1 CARR. TEPIC - BELLAVISTA S/N, C.P. 63500, TEPIC, NAY.",,Sí,31.25 Mb/s,Sí,No,Ambas,Sí,Sí,130 Mbps,250 Mbps,5 ms,25 ms
Nayarit,18005,112,4,28,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE TEPIC,"AV. TECNOLÓGICO No. 2595, COL. LAGOS DEL COUNTRY, C.P. 63175, TEPIC, NAY.",,Sí,100 Mb/s,Sí,No,Ambas,Sí,Sí,10 Mbps,10 Mbps,56.31,57.03
Nayarit,18006,200,9,20,20,22,25,23,22,22,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLÓGICA DE NAYARIT,"CARR. FEDERAL 200 KM 9 S/N, C.P. 63780, XALISCO, NAY.",,Sí,100 Mb/s,Sí,No,Ambas,Sí,Sí,130 Mbps,320 Mbps,5 ms,25 ms
Nayarit,18010,12,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OFICINAS USICAMM,"CALLE INGENIO DE TALA 10-A, FRACC. JOSÉ MARÍA MARTÍNEZ, C.P. 63199, TEPIC, NAY.",SEDE NUEVA,Sí,50 Mb/s,Sí,No,Ambas,Sí,Sí,8.5 Mbps,49 Mbps,6 ms,21 ms
Nuevo León,19002,156,4,39,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 22,"CALLE LAREDO No. 300, COL. MITRAS NORTE, C.P. 64320, MONTERREY, N.L.",,SÍ,20,SÍ,no,ALÁMBRICA,SÍ,SÍ,15,16,8,6
Nuevo León,19004,95,3,37,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBTIS No. 258,"AV. PLINIO D. ORDÓÑEZ No. 801, FRACC. HACIENDA DEL TOPO, C.P. 66072, GENERAL ESCOBEDO, N.L.",CONSIDERAR SÓLO COMO SEDE ALTERNA. EMERGENCIA,SÍ,10,SÍ,no,ALÁMBRICA,SÍ,SÍ,7,9,25,25
Nuevo León,19005,230,6,40,40,40,30,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECAM - NARVARTE,"PUERTO MÁRQUEZ No. 3125, COL. NARVARTE, C.P. 64830, MONTERREY, N.L.",Reduccion de salas,NO,20,SÍ,no,ALÁMBRICA,SÍ,SÍ,17 mbps,19mbps,64,15
Nuevo León,19007,100,4,30,30,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP PLANTEL 038 LIC. RAUL RANGEL FRIAS,"PROFR. SERAFÍN PEÑA (CRUZ CON PABLO LIVAS) S/N, COL. GUADALUPE VICTORIA, C.P. 67180, GUADALUPE, N.L.",,SÍ,200,SÍ,no,ALÁMBRICA,SÍ,SÍ,200,200,10,10
Nuevo León,19009,90,3,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP PLANTEL 254 ING. ADRIAN SADA TREVIÑO,"ADOLFO RUÍZ CORTINES S/N, VALLE DE INFONAVIT, C.P. 64350, MONTERREY, N.L.",,SÍ,200,SÍ,no,ALÁMBRICA,SÍ,SÍ,200,200,10,10
Nuevo León,19010,121,3,45,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL PABLO LIVAS,"DR. COSS No. 500, C.P. 65230, SABINAS HIDALGO, N.L.",,SÍ,200,SÍ,no,ALÁMBRICA,SÍ,SÍ,19,210,3,12
Nuevo León,19011,154,2,110,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESCUELA NORMAL PROFR. SERAFIN PEÑA,"DR. OSCAR TREVIÑO CANTÚ E ING. MARCELO BECERRA S/N, COL. ZARAGOZA, C.P. 67530, MONTEMORELOS, N.L.",,,,SÍ,no,ALÁMBRICA,SÍ,SÍ,43,57,6,10
Nuevo León,19012,164,7,20,24,24,26,30,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACULTAD DE CIENCIAS FISICO-MATEMÁTICAS,"AV. UNIVERSIDAD S/N, CD. UNIVERSITARIA, C.P. 66455, SAN NICOLÁS DE LOS GARZA, N.L.",,SÍ,100,SÍ,no,ALÁMBRICA,SÍ,SÍ,94.94,73.23,3ms,3ms
Nuevo León,19013,195,5,39,39,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACULTAD DE  QUIMICA (UANL),"AV. UNIVERSIDAD S/N, CD. UNIVERSITARIA, C.P. 66455, SAN NICOLÁS DE LOS GARZA, N.L.",,SÍ,100,SÍ,no,ALÁMBRICA,SÍ,SÍ,94.94,73.23,3ms,3ms
Nuevo León,19016,112,5,25,18,24,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSIDAD TECNOLOGÍCA SANTA CATARINA,"CARR. SALTILLO-MONTERREY KM 61.5 S/N, C.P. 66359, SANTA CATARINA, N.L.",,SÍ,200,SÍ,no,ALÁMBRICA,SÍ,SÍ,140,160,10,10
Nuevo León,19018,40,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONALEP 135 DOCTOR ARROYO,"CALLE JOSÉ MARÍA MORELOS Y PAVÓN No. 31, COL. ALFONSO MARTÍNEZ DOMÍNGUEZ, ZONA CENTRO, C.P. 67900, DR. ARROYO, N.L.",CONSIDERAR SÓLO COMO SEDE ALTERNA. EMERGENCIA,SÍ,10,SÍ,no,ALÁMBRICA,SÍ,SÍ,4.2,5.3,27ms,27ms
Nuevo León,19019,158,9,20,20,15,15,20,15,15,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FACULTAD DE ARQUITECTURA (UANL),"AV. UNIVERSIDAD S/N, CD. UNIVERSITARIA, C.P. 66455, SAN NICOLÁS DE LOS GARZA, N.L.",,SÍ,100,SÍ,no,ALÁMBRICA,SÍ,SÍ,94.94,73.23,3ms,3ms
Nuevo León,19020,155,4,30,30,55,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NORMAL MIGUEL F. MARTINEZ,"AV. CONSTITUCIÓN, ENTRE FÉLIX U. GÓMEZ Y AV. CONCHELLO S/N, CENTRO, C.P. 64000, MONTERREY, N.L.",,SÍ,20,SÍ,no,ALÁMBRICA,SÍ,SÍ,16,19,25,25
Nuevo León,19022,190,4,85,34,34,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CECAM - CENTRO,"MADERO Y PLATÓN SÁNCHEZ S/N, CENTRO, C.P. 64000, MONTERREY, N.L.",,SÍ,200,SÍ,no,ALÁMBRICA,SÍ,SÍ,120,180,6,6
Puebla,21006,205,7,26,32,32,24,38,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO TECNOLÓGICO DE PUEBLA,"AV. TECNOLÓGICO No. 420, COL. MARAVILLAS, C.P. 72220, PUEBLA, PUE.",,Sí,200 Mb,Sí,No,Ambas,Sí,Sí,92 Mbps,200 Mbps,5 ms,5 ms
